Intercept	Height	Sex	Age	Weight	gPC1	gPC2	gPC3
9.70250834717398e-24	2.72774056232069e-08	1.88471882480692e-39	4.1745966044881e-09	7.82482022380568e-16	1.05876806588838e-06	0.00289736874647116	0.0468445309068424
9.11589635512682e-19	1.92603206776199e-12	3.63890565313003e-31	7.24938835043466e-06	1.42371784593614e-26	6.49542904546344e-05	0.0218567333909864	0.0256428993948911
3.03160589724573e-24	5.1929310508681e-09	2.74619770689258e-40	9.1646132826239e-09	1.18446688547019e-17	1.33467037188073e-06	0.00462460539872911	0.0358233512807537
7.39395931824519e-23	1.15516377259524e-07	5.46950113779467e-38	2.22427540926234e-09	2.00503237599824e-14	9.79601324912586e-07	0.00181640431851188	0.0619261483300555
1.73233776709508e-18	1.6601054966246e-06	1.06740009477655e-30	5.04084943244534e-10	6.48688729049759e-13	2.06968546175494e-06	0.000549490971830432	0.113195168792586
1.83027884375487e-24	8.38801384034594e-10	1.19168426868423e-40	2.4722726954401e-08	7.71654790614473e-20	2.04749291098117e-06	0.00739755398871273	0.0296097868644358
7.4037890774834e-22	3.00114649404016e-07	2.51701946940335e-36	1.38111815545905e-09	1.33678174570959e-13	1.02266463824654e-06	0.00118071246621724	0.0754045383470827
4.6073724179021e-21	4.08104158292344e-12	5.28694011215259e-35	1.10893495614553e-06	8.30599959721576e-26	1.9990953443823e-05	0.0186827826846694	0.0229448217976062
2.96995960034197e-14	1.60744881434547e-06	1.44760420649719e-23	1.66930056909454e-10	4.32171948162462e-14	6.72178146790175e-06	0.000574520370787026	0.163663349622478
2.52667018493239e-17	2.07615249670969e-06	9.6014035750722e-29	3.08614901622596e-10	4.46324770227069e-13	2.82809860617305e-06	0.000491016012753775	0.129824145735288
2.58106171070941e-15	2.91966862519932e-10	2.32988802009484e-25	0.000789728125705069	1.35436637632777e-17	0.00390867763417251	0.0282577737170353	0.0723077241183802
4.28853111977768e-24	1.2799047781393e-10	4.87583631940315e-40	7.18386678861876e-08	4.40848157776233e-22	3.38134331702509e-06	0.0109587783656837	0.0255084935508387
3.32146180713919e-15	9.66591144785837e-12	3.56686697393283e-25	0.000364149326230013	2.89573698502701e-22	0.00136657820407733	0.030457451443985	0.0519731338442875
7.99862469951651e-16	1.81569561416323e-12	3.22688498667858e-26	0.000130935802812823	4.37647447503863e-25	0.000484305721965807	0.0293154766831484	0.0384267911735465
1.01618957968026e-17	9.79130122551047e-13	2.07810777784739e-29	1.68158933858614e-05	6.84859927802204e-27	0.000113179587389191	0.0256429684773511	0.0274210659309097
1.57972450940262e-20	7.38988680387109e-07	4.12811050451737e-34	4.78674202816818e-10	5.29239904119758e-13	1.15646151644272e-06	0.000698818884482004	0.0928713301618979
1.84714415415937e-23	2.31105084876336e-11	5.47828357849936e-39	1.84846347469194e-07	5.80433290789979e-24	5.99001470085713e-06	0.0146139866280303	0.0225659756297238
1.23257628279281e-15	2.87296802508334e-09	6.69231710995437e-26	0.00118982953914265	2.57106497484619e-14	0.00739131204177183	0.0294600575677026	0.0812628089739331
8.73031215907344e-20	1.18522694168416e-12	7.17611366784957e-33	3.15557873631767e-06	7.15188126100088e-27	3.7715611095449e-05	0.0220173367999209	0.0222219166813271
3.74140137202904e-16	1.8603955160806e-06	8.96309695817957e-27	1.85681654541629e-10	1.75009180107776e-13	3.3253853489703e-06	0.000494259015555954	0.145469822652596
3.47716909639923e-13	1.22874890275711e-06	9.34737313883623e-22	1.21282444822552e-10	1.72076010032515e-14	8.93309298003046e-06	0.000684300292362141	0.172517531643691
1.02655918593993e-23	8.80768737401842e-08	2.0693671411359e-39	1.34446873858714e-09	1.74219105878374e-14	7.84648700526478e-07	0.00166841888805046	0.0594619548839264
2.70242881008944e-15	5.98055469790219e-11	2.51784475023974e-25	0.000590574050254575	1.09894113947178e-19	0.00280386069445852	0.032511316058376	0.060087000688572
5.62918068942503e-17	8.14506735000929e-13	3.69294711344174e-28	3.71464664455919e-05	1.66580197293788e-26	0.000195170598161796	0.0283528862417454	0.0294347760871539
2.37723300450692e-25	4.43792283143179e-09	4.08773209203883e-42	5.81108065090289e-09	1.23064062719432e-17	1.00857673507071e-06	0.00432869879287006	0.0349567122807538
3.07986066131766e-19	1.25978657804979e-06	5.91203658091966e-32	2.83599016363442e-10	7.01018266476577e-13	1.4190903634001e-06	0.000560357278003302	0.108576033893417
1.88572598142261e-15	3.23076742959173e-12	1.37154007249088e-25	0.000230479704043623	9.35149929092087e-24	0.000821451889780177	0.0329855212599077	0.0410211061791077
2.73814357214072e-25	2.09068193524938e-08	5.16193464743354e-42	2.15988893774004e-09	1.00722181828685e-15	7.43052291289282e-07	0.00254968388789995	0.0456137524766844
9.82343360041483e-19	6.70795971004806e-13	4.12447828335962e-31	8.55448365933236e-06	3.68871079066205e-27	6.84859989164547e-05	0.0248299288710237	0.0236705119353007
2.42604204590682e-25	1.18854090778196e-10	4.22719190751144e-42	4.58822214415813e-08	5.68179744347413e-22	2.42905760991582e-06	0.0105567253331534	0.0238676012013668
3.22061904409847e-12	8.72194151964296e-07	4.08967476373764e-20	8.25645143791066e-11	1.29669160435713e-14	1.05344713571024e-05	0.000753962872251611	0.18551497285202
5.54611897548609e-16	2.54001849698063e-08	1.74030974196505e-26	0.00143380578617642	2.96216942943729e-11	0.0119854675570861	0.0325104295648763	0.0885544051634154
2.68582023076039e-26	7.80491416940339e-10	1.1221195589145e-43	1.14828519567389e-08	1.34806442908302e-19	1.29827324387573e-06	0.00675471014820402	0.0280263649116099
5.12845383385882e-23	3.99305181847001e-12	2.98005780256677e-38	4.8057732315256e-07	1.29123492433623e-25	1.07157166655674e-05	0.0193971661185132	0.0189418514363878
1.04182267140666e-22	2.39677128998698e-07	9.66503480011732e-38	5.28257678329369e-10	1.65758394757103e-13	7.87355221830548e-07	0.000977300674939568	0.07431321464181
1.38297319799158e-15	4.98770749541986e-10	8.12721895670172e-26	0.00095501492270396	1.25325635945014e-16	0.005363211488441	0.0317118669370265	0.0642965260591716
6.96784132083075e-21	1.05151774277129e-12	1.05369588075932e-34	2.02790162821663e-06	7.41133164638859e-27	2.65822652778425e-05	0.0227555844755121	0.0199134262833832
5.74883162347814e-18	1.46853862073073e-06	7.98504258669188e-30	1.61519175843258e-10	4.0904668342649e-13	1.68681946993169e-06	0.000485576831083136	0.122079044311802
2.09641742909533e-15	1.43939568645315e-11	1.64003797125172e-25	0.000415330695754142	1.44468057936169e-21	0.00164293040791599	0.0335350642075055	0.0445568373607197
2.53062053410941e-25	1.67481936334383e-11	4.53217942603873e-42	1.23695612475426e-07	5.06153575843707e-24	4.08227156502422e-06	0.0150961412438929	0.0191159370886815
7.75867998273459e-15	1.39426193298085e-06	1.49546636738702e-24	6.7781252678541e-11	5.29306226888758e-14	3.08984883357806e-06	0.00055258498396054	0.161983584356819
2.01809795070681e-21	5.23781128404275e-07	1.33612586928347e-35	3.015539075091e-10	5.44769501950921e-13	8.58893826083344e-07	0.00069371072782523	0.0881784401845787
1.8296664367965e-13	1.05109323819992e-06	3.14716272456688e-22	6.56400243449579e-11	1.64369996759351e-14	5.11120398792369e-06	0.000642208330398312	0.17381432913668
4.45293164112566e-16	1.45791628794486e-12	1.20198504624048e-26	0.000123309591821213	4.87755884862769e-25	0.000459306428299874	0.0322435609036187	0.0316841152078248
1.03473186753113e-17	5.52607147672741e-13	2.14218812557612e-29	2.66495538300717e-05	1.0720260166338e-26	0.000137140480331913	0.0289539570536296	0.0246764525140623
2.44003915290913e-24	4.0375931699565e-12	1.91751806460015e-40	3.33510894661566e-07	1.86811116764292e-25	7.6986228647664e-06	0.0190552630329943	0.0168996960409961
5.12285104500741e-20	8.56044808182519e-07	2.94409871837608e-33	1.67691799829413e-10	7.03353372083642e-13	9.72210396730565e-07	0.000556767988974906	0.100837365176722
2.24410879985577e-16	2.31396978987132e-07	3.78810697731879e-27	0.00148985556007476	1.76276368633788e-08	0.0206111901245157	0.0410501373691128	0.0890460335533085
4.01258565595472e-26	1.70547496613407e-08	2.17398208858223e-43	1.58843203386041e-09	1.07317368270458e-15	6.49340381482145e-07	0.00242349196741965	0.0449154017340077
2.24791490617935e-27	7.1362318227661e-10	1.89608085952939e-45	8.28959155069272e-09	1.93053196368349e-19	1.06993014705687e-06	0.00641909966107077	0.0274889609476523
4.41075410356259e-16	8.43677127148875e-09	1.18285684588403e-26	0.00142321244467494	1.01554070608984e-12	0.0108075015741523	0.0361962989411777	0.0706934817630969
1.55446791611581e-15	1.03442762382795e-10	9.89948574883839e-26	0.000703248997721436	8.66938977050548e-19	0.00334634417660594	0.0344351411340361	0.0501372131838403
4.59184701170998e-11	6.47549473201969e-07	3.7552976191204e-18	4.32564502215254e-11	1.67086405130551e-14	1.0881554659896e-05	0.000994273205342112	0.208029624321198
6.24327067411869e-27	3.4814777642258e-09	1.01651812332838e-44	3.3627174734023e-09	1.67271599654457e-17	7.583058479655e-07	0.0039612997039244	0.0344713459235922
5.56810253491424e-20	5.4096481981351e-13	3.38401783544765e-33	5.75486149129494e-06	4.49727909165694e-27	4.85260275945669e-05	0.0263207662229719	0.0196467177316878
5.47690081223002e-25	5.72672613262612e-08	1.62189540107008e-41	8.09689134051282e-10	1.70362787514929e-14	6.35939083502668e-07	0.00150108397936776	0.0567467242386541
2.65579692424552e-16	1.33806702399019e-06	5.03101556728212e-27	5.3686020675574e-11	1.52166662129994e-13	1.60034083108779e-06	0.000488364856739152	0.139090197874597
1.2112856021605e-15	5.03367239118705e-12	6.49843831810814e-26	0.000260906714218115	5.41842469188724e-23	0.00095358355685932	0.0346147761812213	0.0342395064245666
2.9875106712778e-27	1.19682872775276e-10	3.02583231289155e-45	2.29918045703067e-08	1.25190173516295e-21	1.70598399905672e-06	0.00947564954150365	0.0218044771073849
1.45943566941325e-16	1.41984783861422e-06	1.83535737968266e-27	0.00126112096103466	1.85537913620388e-06	0.0304894201435957	0.0470156162131387	0.0929344830092102
8.55982559276903e-16	5.57650255616422e-10	3.61786904395722e-26	0.00101366383462175	2.13684829669884e-16	0.00534647567809248	0.0363644854973886	0.0521177123300155
9.26298339052394e-17	8.44823796385617e-13	8.53785630401596e-28	6.97608529352011e-05	1.05566006576983e-25	0.00026454326290631	0.0327255529016403	0.0261573728943981
2.5053953342688e-16	4.36625287628106e-08	4.5603751311257e-27	0.00152997050125307	1.32256227177279e-10	0.0158804424119617	0.0405129930553777	0.0710353140247752
6.57849664025119e-23	1.18662420529611e-12	4.50508438564828e-38	1.1189442881809e-06	1.70674594943134e-26	1.61884663990743e-05	0.0221586445336802	0.0158267957588804
7.87516421013486e-27	2.17102773280313e-11	1.48934352725023e-44	6.73280120677904e-08	1.60847669332422e-23	2.99296063914396e-06	0.0132674199267936	0.0176798726989837
1.27590949615051e-23	1.63689694881596e-07	2.96700332092376e-39	4.43187751184898e-10	1.52516530966247e-13	6.86381264543135e-07	0.000986665772599214	0.0701104851922103
1.32405776318065e-15	2.43167816120849e-11	7.55160381123778e-26	0.000491829001676655	1.32763282235388e-20	0.0018427197129572	0.0353504249347032	0.0378468622705005
2.06672227043694e-12	7.85894304319463e-07	1.92488755523679e-20	3.48331509207794e-11	1.20479198165614e-14	4.38831222115304e-06	0.000754285577349674	0.189092827075199
4.49312128733733e-15	1.27797476678894e-06	5.94179613087474e-25	3.68395162162618e-11	6.59187130097961e-14	1.77864192473718e-06	0.000521522313208873	0.155321339589098
3.38273258131924e-10	6.17213029065871e-07	1.12841611505701e-16	4.27649432737074e-11	4.13836712812293e-14	1.62967481222738e-05	0.00126117556503368	0.226536960821513
9.86918171686762e-19	4.76549296262628e-13	4.15671581447388e-31	1.51341083257891e-05	7.95442435896055e-27	9.06430605991832e-05	0.0287495568989465	0.0208606764294665
3.10528069331486e-22	3.54790502485585e-07	5.93316425834493e-37	2.28686006582975e-10	4.87532318000155e-13	7.12600301137218e-07	0.000700119363242146	0.0812826556541137
7.22436595284601e-26	4.2785063009934e-12	5.73012268550696e-43	2.23749329982446e-07	4.15309120461797e-25	6.03035244689839e-06	0.0171280973617369	0.0148058576811971
3.71655911398883e-16	2.08588354688259e-12	8.86302607423002e-27	0.000165975883741725	4.44269564649131e-24	0.000540070165738167	0.0345409295481471	0.0275757139254766
1.09148430372618e-16	7.01281515822095e-06	1.12539894838199e-27	0.0010893353046886	5.86796990517601e-05	0.0449662455523495	0.0559563014588021	0.0941872531925312
1.95481819571408e-21	6.13809647929216e-13	1.26707874633162e-35	3.36293347181659e-06	7.35621912159395e-27	3.24931746771764e-05	0.0261117556245443	0.0158455714753427
1.40295737114452e-16	2.34831276062999e-07	1.71735337104233e-27	0.00141010037933671	1.40685693233505e-08	0.0242257325917465	0.0459134774838296	0.0674765853504872
4.31755440384375e-18	1.03127338634153e-06	4.9384053584305e-30	5.80307231998859e-11	5.44129695680378e-13	9.34509698642579e-07	0.0004648439277608	0.116462371944938
1.17432792179094e-17	6.20070516279542e-13	2.64956122951854e-29	4.1124096629645e-05	4.91684555278452e-26	0.000175488386735078	0.0318934374166227	0.0215860422085164
6.36101014360791e-27	1.22529764252138e-08	1.04823815929196e-44	1.35219351816795e-09	8.7098842350131e-16	5.63825870790622e-07	0.00231803048837382	0.0437491095816282
3.16041031181918e-16	6.77368551481199e-09	6.74448730697956e-27	0.00142341769716237	4.74449720019718e-13	0.0102104870819106	0.041288645990872	0.053043702180876
1.86008393621617e-28	4.66973350363877e-10	3.17626980078548e-47	6.99857246808385e-09	1.36208082598019e-19	9.29194632753399e-07	0.00597455578299964	0.0257080488394682
1.62884822339692e-28	1.1183672994291e-10	2.55525968127047e-47	1.58665241009972e-08	2.37431758797544e-21	1.42429728157253e-06	0.00843660861831828	0.020419286400473
1.75998195053313e-24	1.31524909132549e-12	1.11693801053668e-40	7.52309766466028e-07	3.68297973767685e-26	1.26201194451311e-05	0.0211343666236024	0.0133379222419317
7.36033462589205e-14	1.00297365796848e-06	6.7280459009743e-23	2.83091317870388e-11	3.24221430632501e-14	1.94333775049207e-06	0.000563379985841166	0.168737838906868
1.27168640210693e-16	1.15695878842238e-06	1.45554754643425e-27	3.33139309371166e-11	3.08856062041854e-13	1.0008313163913e-06	0.000459791104468936	0.131363426740721
2.23655082832218e-28	2.50918636173006e-09	4.29656147745615e-47	2.50040597437242e-09	2.45459346463726e-17	6.30747864606505e-07	0.00355896753734394	0.0338905472656637
5.03026678714851e-20	4.79173085728138e-13	2.85573595711872e-33	9.492247656305e-06	9.7374067466862e-27	6.49755259121442e-05	0.0281849461530652	0.0167071507455566
7.59823675845627e-16	2.09133189674887e-10	2.9591736562739e-26	0.000855716715394903	1.32373202393506e-17	0.00322224542848183	0.0377188703126929	0.0380543962063332
3.73543704026352e-28	2.28183688639955e-11	9.9626989209691e-47	4.17874112611561e-08	4.28600378210392e-23	2.34769852144366e-06	0.011156778341574	0.0163637627707493
1.23577302811223e-16	2.11717157138519e-05	1.38701280640152e-27	0.000962544547119748	0.000570430326190123	0.0634500352904257	0.0654986603004619	0.100659915928156
1.06198563899412e-16	1.08790525219382e-06	1.07467406429022e-27	0.0013235038262948	6.91430287542928e-07	0.0363964911829186	0.0505889795853872	0.0661505523843476
4.14334746262355e-20	6.04811072806001e-07	2.0652893187234e-33	8.24113276811733e-11	1.13549186923383e-12	7.05996570910139e-07	0.000518694096845472	0.0959570626942398
2.87471864530395e-24	1.18962284547373e-07	2.51503482944292e-40	3.9830866683986e-10	1.3519359355375e-13	6.21682342934942e-07	0.000995237972173272	0.0675743377709528
3.49206269202886e-26	3.72535494249797e-08	1.72916392167221e-43	7.4640600455036e-10	1.95154221239865e-14	5.74582817352717e-07	0.00149835158837962	0.0552730686299658
7.68248226798712e-16	1.00747269264814e-11	3.01471657813993e-26	0.000374906105980578	2.05780668791263e-21	0.00106344491786756	0.0358887206173419	0.0271298464917631
2.26503777502424e-11	7.13102510860541e-07	1.12772675115076e-18	2.37074242654614e-11	2.04222768965841e-14	3.98166395579216e-06	0.000954699946668943	0.206041156060862
1.76736473139282e-16	4.27453410996521e-08	2.53354380391507e-27	0.00151302860014497	1.06834032080353e-10	0.0170902301838733	0.0461984787168937	0.0503911154736636
5.38492278851709e-23	6.59865128060408e-13	3.23143077785355e-38	2.21572627237766e-06	1.29162343673501e-26	2.5064697870996e-05	0.0241479439996305	0.01322397417519
2.39689517949078e-10	6.33916352783691e-07	6.27148052152355e-17	2.79487693033711e-11	3.89562026265857e-14	8.53455991332779e-06	0.00124638872840777	0.218595428190524
2.94448441280218e-15	1.07134422405794e-06	2.91028076711061e-25	2.18180456739623e-11	1.66532253660581e-13	1.019813356424e-06	0.000461082577976193	0.145825851614206
4.49805514616783e-16	1.50252435158612e-09	1.22258745582382e-26	0.00120870696782554	4.99563370696955e-15	0.00581073696510277	0.0415419446847061	0.0388982733477615
1.01543768106243e-16	1.45730896210546e-12	9.96577745635423e-28	0.000127123055971076	3.82656217559808e-24	0.000382876512515695	0.0345116266991908	0.0206172373100949
1.91263188487141e-16	2.92275535614384e-05	2.89404293525656e-27	0.000930288575810502	0.00153028687163235	0.0845558585638359	0.0795158258818242	0.106306000762631
6.84124025281846e-28	3.40278785942209e-12	2.68849182087626e-46	1.41899649001722e-07	8.51601921896852e-25	4.77896847650318e-06	0.0142729437627331	0.0125820205924518
9.25408911766128e-26	1.15524276504347e-12	8.61934437455109e-43	5.73394498770632e-07	5.20560765227131e-26	1.0984186941495e-05	0.0190895402215864	0.0119023035299194
1.19778088765044e-16	2.47921665439359e-06	1.31598082014005e-27	0.00116747777232205	6.86135490630574e-06	0.0498657526353917	0.0556735346352149	0.0691968982617425
1.60862058434873e-29	8.5915203564435e-11	5.77687833213341e-49	1.39616979669511e-08	3.22004047555958e-21	1.25497123164652e-06	0.00730192714627654	0.0194959135857378
9.26054303403692e-16	5.51752683279578e-11	4.1313324074154e-26	0.000627592564764382	4.36351772267113e-19	0.00182916567692476	0.0377587999551758	0.0282829036059242
2.27015864690952e-18	8.32052073604725e-07	1.67969431490155e-30	4.43601434604293e-11	1.16829915532564e-12	6.9866873368779e-07	0.000456809672238756	0.10886842614355
1.50255268803449e-16	1.26922779393482e-07	1.9275801713449e-27	0.00149062539442657	3.63739250978748e-09	0.0257463095772886	0.0475720106148424	0.0474815346962478
1.18534076185295e-18	5.94208675938251e-13	5.65048844728216e-31	3.50673379283984e-05	1.05391400899348e-25	0.000146503987574962	0.0312635066587354	0.0161586879551961
2.74109267938331e-12	7.65845817121754e-07	3.10980511680773e-20	1.58481684912059e-11	3.00006516221368e-14	1.63511495061725e-06	0.000693418181174266	0.187728028825755
2.81824068231176e-29	2.15486634027003e-09	1.44531580491331e-48	2.43536230367884e-09	3.35176012450816e-17	6.01291747922528e-07	0.00331025742060347	0.0335609893447824
1.19009086058368e-22	2.65585591301286e-07	1.20551415200556e-37	1.98937262531932e-10	8.06427398577447e-13	6.32536140864291e-07	0.00067172702347973	0.0794197949752679
4.5026378657647e-16	4.24917567715441e-12	1.22468779806382e-26	0.000255964963624366	2.38543086944276e-22	0.000685088509480342	0.0362377662368401	0.0210099836639613
2.99474594978825e-16	6.05960396659884e-09	6.15952785994292e-27	0.00138726183619903	4.25560548595012e-13	0.00989260869009662	0.0439311468990068	0.0371119831736979
6.92955307456282e-30	5.12187475705247e-10	1.45863944388992e-49	4.82126679462636e-09	6.57695868822959e-19	7.52679379726047e-07	0.00456177442040079	0.0261406968755753
1.81989915101884e-21	4.51376937037134e-13	1.12480469486736e-35	8.15978852687204e-06	2.14355130492156e-26	6.08758886801636e-05	0.0267863913365711	0.0126963002160288
2.99979699907312e-28	8.19955055582237e-09	6.95307632509325e-47	1.42986637731359e-09	9.25015055285063e-16	5.37417858650474e-07	0.00220168222983812	0.0424194487734203
8.26323806419828e-17	9.02918046941351e-07	7.0448375326088e-28	2.61207533458669e-11	8.60068907594329e-13	6.78431157960187e-07	0.000415038187670142	0.122613545481536
