Intercept	Height	Sex	Age	Weight	gPC1	gPC2	gPC3
-0.337267339507461	0.202057394789472	0.881039469518427	0.128420658871543	-0.228735996186027	-0.110588222954927	-0.0721527937556276	-0.0448214940839208
-0.337012018579818	0.215470390689377	0.880372497688376	0.124717738168371	-0.24395546111875	-0.108338138953311	-0.0679721703149498	-0.0471132300899865
-0.334157009730501	0.227958802560867	0.872914391944292	0.120265673797062	-0.259999934401529	-0.105543368080281	-0.0641361911054086	-0.0487923849660626
-0.329234882546238	0.239204803410396	0.860056377498961	0.115970368449494	-0.275443207915894	-0.102839637227755	-0.0611800753679553	-0.0500090530739442
-0.343514545440602	0.202527831272828	0.89735897145818	0.131607405054996	-0.229648449840903	-0.113102499887576	-0.0710866136667103	-0.0453810384106022
-0.340142229029938	0.19221895780305	0.888549509309136	0.134577008744375	-0.218106084730718	-0.114474243064178	-0.0755823544302643	-0.0431460031969769
-0.335618279166758	0.185235893171365	0.876731648755531	0.137793636323871	-0.211304107611748	-0.114737216066865	-0.0795028518125103	-0.0412568446196375
-0.343593424352156	0.214637955952854	0.89756502590298	0.127661813536728	-0.244541829916329	-0.110612264634781	-0.0667884592515431	-0.0474915405071711
-0.322788236842881	0.248747943899757	0.843215881413708	0.111139206868166	-0.288476603970312	-0.0997246456503488	-0.0589880400806253	-0.0507771650174763
-0.341740944646021	0.227088797831551	0.892725815145218	0.123458087948965	-0.2607291269502	-0.107683052469091	-0.0633763986145025	-0.0492038546588164
-0.327878080295151	0.179928810440805	0.856512019076102	0.144077379457639	-0.207824211088424	-0.11558061842028	-0.0836164853955989	-0.0392920790134427
-0.304716329080348	0.258413027799848	0.79600685117811	0.0984660747031436	-0.297671741819935	-0.0913426785630787	-0.0573709479280992	-0.0496006133502622
-0.336385463061128	0.23892835942916	0.878735754140612	0.119047522745271	-0.276673238635143	-0.104992028702174	-0.0603863678239486	-0.050559036621157
-0.318506984636316	0.177962034223369	0.832032017069016	0.147923713087535	-0.209212558670057	-0.114553901936856	-0.0858815007613293	-0.0381014596314935
-0.31673660223012	0.255190398650191	0.82740726811385	0.107013252510503	-0.297163970070419	-0.0965783446517157	-0.0577398885083577	-0.0507523401218156
-0.344397813888354	0.193526857106663	0.899666323144786	0.138278833611322	-0.218831558849453	-0.116008277295779	-0.0749618873425543	-0.0436260679576526
-0.349553654739282	0.21473028430802	0.913134865028672	0.130567525977654	-0.244858194825673	-0.112382865805801	-0.0663289882446897	-0.0481796908661395
-0.330545769704488	0.24805483777764	0.863480792469559	0.114831935123919	-0.289284798804409	-0.101827623394541	-0.0585667442802083	-0.0514877900375667
-0.30863382962773	0.179151915029449	0.806240491379215	0.152152847193837	-0.213627926406044	-0.113930564461189	-0.0874111069936866	-0.036400884747923
-0.351317835687201	0.203688407347173	0.917743413987961	0.136240100089704	-0.229735618179219	-0.115798773304939	-0.0702509938390933	-0.0462153758233522
-0.340173795839121	0.186267572464351	0.888631970910243	0.143418397484109	-0.210755888299017	-0.117192282254692	-0.0793995288765325	-0.0416420536428103
-0.333012220668982	0.181598794514855	0.869923873061131	0.146260226226425	-0.207527289033298	-0.116900968684211	-0.0826777184305881	-0.0399225805857188
-0.343727661729847	0.237784656911597	0.897915692612075	0.121354037359081	-0.27696637809064	-0.106390447107641	-0.0600764568882091	-0.0508261326862154
-0.299104273974911	0.261949583247985	0.781346546209881	0.0929860968554051	-0.297866786879577	-0.087038209639207	-0.0557171223559336	-0.0485556331016149
-0.352229058483271	0.225899913363516	0.920123790487015	0.128255392297113	-0.260363068164441	-0.110277674104994	-0.0627900186140793	-0.0500052179917786
-0.309986095765418	0.261934256142778	0.809773000166863	0.101133369582154	-0.305039472288876	-0.092431786473221	-0.0556917937762384	-0.0508581194607206
