slope_female	slope_male	diff	z	p.value	q.value
-0.0333153693323132	-0.00727679405637492	0.0260385752759383	0.118545698890404	0.45281764393315	0
-0.0343862695669162	-0.00466256155604824	0.0297237080108679	0.135714366295752	0.446023545070776	0
-0.0345662676241994	-0.00179779756679484	0.0327684700574045	0.150094274403181	0.440345118589273	0
-0.0341990483721558	0.00171240369758362	0.0359114520697394	0.16502706117392	0.434461341168155	0
-0.0351174466659237	-0.00810394551753643	0.0270135011483872	0.123026613346081	0.45104301182256	0
-0.0349768880848123	-0.00979221404218544	0.0251846740426269	0.114461401484035	0.454436021203962	0
-0.0344964875816638	-0.00989368139760515	0.0246028061840587	0.111670846170437	0.455542198047987	0
-0.0354936201279461	-0.00599270568357977	0.0295009144443663	0.13473031687167	0.446412551164996	0
-0.0333011656857023	0.00430193718751947	0.0376031028732217	0.173312332987578	0.431202965032188	0
-0.0348844933474447	-0.00326937319835491	0.0316151201490898	0.144851160322089	0.442414194023141	0
-0.0345832420153196	-0.0100923706993023	0.0244908713160173	0.11106231747718	0.455783465061286	0
-0.0289169859246785	0.0114646478028506	0.0403816337275291	0.186561635550231	0.426002174474213	0
-0.03431940749523	-0.000641490286102918	0.0336779172091271	0.154846181355469	0.438471291401736	0
-0.0351305276834824	-0.00816620497439198	0.0269643227090904	0.122255869342293	0.451348190457169	0
-0.0318546563472114	0.00747143099290309	0.0393260873401145	0.181642517063096	0.427931640030348	0
-0.0364879517763857	-0.00865661128333537	0.0278313404930503	0.12649978533323	0.449668159480465	0
-0.0364580263460163	-0.00598556788953945	0.0304724584564769	0.139187532870595	0.444650979967547	0
-0.0335095682234735	0.00246104857583191	0.0359706167993054	0.165876172938955	0.434127199473142	0
-0.0357085562251511	-0.00611831994853956	0.0295902362766115	0.134187904390711	0.44662699515288	0
-0.0373964300671335	-0.00635518685714048	0.031041243209993	0.141397916761916	0.443777799959984	0
-0.0361690232510851	-0.00866787812544512	0.02750114512564	0.124805300414395	0.450338845540859	0
-0.035866058751839	-0.00911582399475887	0.0267502347570801	0.12130044187101	0.451726535020633	0
-0.0350495897598798	-0.000587065467508	0.0344625242923718	0.158472750228834	0.43704214574132	0
-0.0268948067145038	0.0118808430554947	0.0387756497699985	0.179265854223058	0.428864478445342	0
-0.0366327799927444	-0.00394348946969684	0.0326892905230476	0.149807773066129	0.440458138274793	0
-0.0297352201243493	0.00992979329805882	0.0396650134224081	0.183652145459879	0.427143176315762	0
-0.0355959743546743	-0.0072097001956968	0.0283862741589775	0.128689027333563	0.448801859065061	0
-0.0371396774735351	-0.00433074275145666	0.0328089347220784	0.148860251264478	0.440831953286138	0
-0.0318076662433457	0.00574500158775001	0.0375526678310957	0.173761555499036	0.431026429484523	0
-0.0251939892097233	0.0111216911901156	0.0363156803998389	0.167654323610963	0.433427615965002	0
-0.0380394114394149	-0.00596397745320529	0.0320754339862096	0.146088494489255	0.441925764520004	0
-0.0280159485612489	0.0112923331039426	0.0393082816651915	0.182038357267819	0.427776312017227	0
-0.0379180255357547	-0.00410039991718241	0.0338176256185723	0.154450859968645	0.438627127133287	0
