hla.het	gen.het
-0.0195115664652461	0.0230886790832704
-0.0193133556727872	0.0240742260241288
-0.0185782090852013	0.025132177384548
-0.0173713671275499	0.0264853321588819
-0.0206349735503835	0.0237289589038981
-0.0210931075438238	0.0218226373520141
-0.020822003040129	0.0204296487004131
-0.0202478801804716	0.0248889330780881
-0.0161810413208862	0.0279139468002594
-0.0190905347289804	0.0260771532384963
-0.0209138628281513	0.0176105584192336
-0.0117052185503932	0.0313029361995834
-0.0180782192993398	0.0269401013258373
-0.0207427952913562	0.0157546174088977
-0.0144774821545336	0.0294960523876363
-0.0214090543211652	0.0224232278291206
-0.0206102695582132	0.0255320747793767
-0.0167380100583811	0.0280290197802128
-0.0205510088952867	0.0141499816682153
-0.0211234430173434	0.0238409085863056
-0.0211507795074188	0.0192872113147043
-0.0211635078483789	0.01747474171673
-0.0183192610543145	0.0272864646035033
-0.0104403607286686	0.0322382973215185
-0.0200393088582255	0.026393288500662
-0.0125744056992524	0.031573685637805
-0.0205065417807112	0.0157884207417827
-0.0209817387319355	0.0123227800731999
-0.0148691439453894	0.0301501034023257
-0.00974784907420823	0.0325059103638932
-0.0211571657270284	0.0231011189656544
-0.0112309820667528	0.0319990926866557
-0.0205402254549347	0.0247264414706097
-0.0171185721423385	0.0292085462843454
-0.0210417867815916	0.0211029812933231
-0.013325746989782	0.0317117144550915
-0.020872955880124	0.0189167845172395
-0.0201592271766367	0.026011782742983
-0.0201482209974159	0.0173088529293132
-0.0155700412551312	0.0305092190119192
-0.0193794824991305	0.0135350418927776
-0.0197339481466368	0.0123299283949733
-0.0189601730282049	0.0275571154593079
-0.00859948926172705	0.0326995419578873
-0.00983762801087889	0.0324963692938072
-0.0117299850164214	0.0325252815222241
-0.0174929898301074	0.0289664884569611
-0.0199252651486716	0.0220513263649785
-0.0139125970666587	0.0319120618890347
-0.0199376475211134	0.0237563472070899
-0.0199724468839844	0.0201618928391759
-0.0185536119986292	0.0148011199680863
-0.0193514361581088	0.0254107020171575
-0.0195171315466302	0.0186888208072005
-0.0159691372296592	0.0305369933523352
-0.0190124666992668	0.0103430582806931
-0.0180889135209352	0.0134272107553481
-0.00642799528456152	0.0322039685828777
-0.0185308242141356	0.0269691215153086
-0.00798467080954832	0.0324530919341262
-0.00945741991140834	0.0327895301249996
-0.0122637215988249	0.033235812291735
-0.0177011072349514	0.0164408014665594
-0.0175120998268317	0.0286189243425238
-0.00487020206311681	0.0315387423804038
-0.0144847924040377	0.0320144852607893
-0.0176380340454486	0.0123015990161852
-0.0196103941607328	0.00816622857567635
-0.0182361393454503	0.0196621734796073
-0.00681680987498355	0.0321967285504323
-0.0109427247721874	0.0336029123516962
-0.0185507010115575	0.0228803412500036
-0.0171684893812334	0.0149019257744916
-0.00808776598273247	0.0329107820573241
-0.017452485427051	0.0207943180640815
-0.0128740395914413	0.0333276821882217
-0.0178187262079286	0.0265669288613011
-0.0206846129437109	0.00594251397508348
-0.00395884349124157	0.0306686487428271
-0.0176714988558722	0.0243162657329177
-0.0161999709034248	0.0307084281134691
-0.0165580169035495	0.0178403297361323
-0.00564833963119501	0.0313634215551965
-0.0146907442071884	0.0321566398151727
-0.0162621272680716	0.0137194779359834
-0.00732131875816139	0.0327027745464987
-0.0168081584224065	0.0286384831014728
-0.0161416003249685	0.0101291590812966
-0.0159543007090142	0.0163676468896347
-0.0178693935890932	0.00813572370785936
-0.00901686746537158	0.0341264475902954
-0.0110082159248319	0.0345628090741446
-0.0162132276723029	0.0304576944294702
-0.0149331291786413	0.0150647338552567
-0.00312050239579044	0.0274831583008847
-0.0158367153058484	0.0199312904153178
-0.0165424016758886	0.0236257193776568
-0.00380792348093033	0.0290317211621459
-0.00642765635236768	0.0319290660691701
-0.0217052352695379	0.00267226940162106
-0.0162293030855103	0.021637514317793
-0.012983201666593	0.0340727240370716
-0.0152894944954605	0.0187513904670998
-0.0138718556554442	0.0117385346515921
-0.0082914454348575	0.0340658203002
-0.0166002661167908	0.02581144415608
-0.00376674524681217	0.0253580852427019
-0.00523859959656134	0.0311005859058152
-0.00964387573297899	0.034904409483928
-0.00286120869487121	0.0269943173738102
-0.015170876469271	0.0322085087822828
-0.0164246624451088	0.0280386378034262
-0.0146911282858004	0.017321134469884
-0.00731404109720535	0.0335716799310883
