hla.het	gen.het
0.427948599850933	0.36149115076476
0.430563114322588	0.339175332221918
0.447437385434219	0.317453082885463
0.477505545235848	0.29213210373026
0.39889444620576	0.345317873672552
0.391498021170645	0.388430699830335
0.400370481914564	0.422137051265879
0.405853516169592	0.320255672638924
0.50898446511578	0.267785527174715
0.431907800843823	0.296342391048056
0.401647070536224	0.492037746475013
0.636903195640765	0.219542536519351
0.456819178347117	0.280764210451116
0.409077125989776	0.541852835966842
0.555644036105389	0.242875949629251
0.382043368402984	0.373100232184076
0.394653092951936	0.304995367275406
0.491540874633706	0.26253663272112
0.416415376008215	0.586176508167407
0.383735609252473	0.338887721186055
0.39031092068305	0.445990053361219
0.393478732675739	0.493030589905126
0.447965933189551	0.271587936584257
0.674831218748176	0.207706198941798
0.404731709255069	0.28574913973637
0.609873040346853	0.212726000827233
0.411527430311615	0.538465481500748
0.409601164907492	0.637507105842122
0.541780623666207	0.228865677346012
0.696582644326338	0.206002778078518
0.380161954840313	0.351235717666168
0.65020175394079	0.208892917914877
0.391697061555293	0.315832650349068
0.477597803793219	0.238552003416944
0.38593597217996	0.397592815814049
0.586298036252027	0.207823486039619
0.393302680046869	0.451654446038707
0.398954393480983	0.289723742695777
0.413432648628225	0.494252599610895
0.519720817158601	0.219844897614632
0.440475590479652	0.600166698318784
0.436392483168563	0.636127268145767
0.427398433287229	0.261843823067094
0.731623735169224	0.204679752432401
0.692559025658089	0.204005895924374
0.633630676308875	0.198675160462839
0.464578098613691	0.238831031398015
0.404967842053601	0.36993490617013
0.56696924598021	0.201523703073543
0.402182518036215	0.331533254832812
0.40728142819062	0.415738484633429
0.455181281349054	0.56217619640109
0.414423816289464	0.297184738148633
0.421431365449572	0.453898755464628
0.505602921089749	0.215662841367871
0.455740795613867	0.693002907011125
0.469842121678293	0.601712890064762
0.7981152267863	0.212651933610101
0.43420874793932	0.268264584466864
0.749160142873486	0.206261257964341
0.702672806018541	0.198059770997599
0.615684018215977	0.185816162823475
0.469898402307623	0.513768909682852
0.460319665905413	0.240543915044159
0.84666504750817	0.223258952141029
0.548170215197635	0.196752538495823
0.483917011920461	0.634791656343389
0.444422189472514	0.75668078244072
0.446619213750175	0.424704281906172
0.785566701046064	0.211387209023314
0.655698489079723	0.183011157405421
0.432598884481875	0.346410049997998
