IID	Sex	Method 1	Method 2	Method 3	Method 4
140143	Female	-0.0249411859518912	-0.026410881266205	-0.0343344083763278	-0.0343344083763278
140146	Male	0.0499601317211754	0.0320207835094476	0.0283388044672431	0.0283388044672431
140147	Male	0.0291236373121908	0.00645310531190722	0.00324430926941634	0.00324430926941634
140149	Female	0.0238190123357443	0.0185132526583345	0.0155175849853697	0.0155175849853697
140151	Female	-0.0137344431373998	-0.0158559458360696	-0.0225817680248054	-0.0225817680248054
140152	Male	0.0206858274313776	0.0147800596343811	0.00867229682919186	0.00867229682919186
140153	Male	0.0218030997386602	0.00644770030400599	-3.65865300844867e-05	-3.65865300844853e-05
140154	Female	0.000139129648463895	0.00213103420684749	2.61653535551496e-05	2.61653535551482e-05
140156	Female	0.0177438651395357	0.0257531323284879	0.022325619663094	0.022325619663094
140157	Male	0.0260773775858443	0.00927638008552787	0.00532948639116173	0.00532948639116173
140158	Male	0.0178071212044092	0.00739945290037422	0.00382835946891163	0.00382835946891163
140159	Female	0.00287115531103106	-0.000257778070296202	-0.00412011795046898	-0.00412011795046898
140161	Female	0.00705582310870515	0.0156595901570508	0.00934480797673304	0.00934480797673303
140162	Male	0.0243426842316192	0.0303787656644181	0.0256490535329912	0.0256490535329912
140163	Male	0.0209118732035242	0.0107517355666756	0.00453116230508999	0.00453116230509
140164	Male	0.00975229989227298	-0.00133036061971277	-0.00641005199134878	-0.00641005199134878
140167	Female	0.000275695267865348	0.00122540850912294	-0.00322183375663593	-0.00322183375663593
140168	Female	-0.0184029995815225	-0.0126063810612428	-0.0185159638764313	-0.0185159638764313
140170	Male	0.0412362973474963	0.0218541993652351	0.0210343036898447	0.0210343036898447
140171	Female	-0.0141747140073307	-0.000880623646461064	-0.00664511278380471	-0.00664511278380471
140172	Female	0.0114263330613947	0.0090342301550029	0.00465341881470714	0.00465341881470714
140173	Female	-0.024928917685459	-0.02641444575195	-0.0343221401098956	-0.0343221401098956
140174	Female	-0.00570350864281828	-0.00941509642972896	-0.0165160646635357	-0.0165160646635357
140175	Male	0.0316940910982486	0.0217257772530246	0.0146583031553772	0.0146583031553772
140176	Male	0.0126629703592785	-0.00493842705940139	-0.00808492083540413	-0.00808492083540413
140177	Male	0.032389226339173	0.0204267292478506	0.0163360539629574	0.0163360539629574
140179	Female	-0.00138830117797412	0.00299068090686551	-0.00401239414322573	-0.00401239414322573
140180	Female	0.00446308713003308	0.0198481225251745	0.0137395604720585	0.0137395604720585
140181	Female	0.00141907696946309	-0.00195289414171578	-0.00775578644016117	-0.00775578644016117
140182	Male	0.0122597884854978	0.0124090646423656	0.00505015620918538	0.00505015620918538
140184	Female	-0.00182762706284267	0.00070927954190909	-0.00598023313178124	-0.00598023313178124
140185	Male	0.0366760264167705	0.0263015735977901	0.0240074187701475	0.0240074187701475
140186	Male	0.0266592131498793	0.0126672539646836	0.0090775276699768	0.0090775276699768
140187	Male	0.0140861969563629	0.0115060439463534	0.00633066714301935	0.00633066714301935
140188	Female	0.00313582372308391	0.0033217325305914	0.000511730757832301	0.000511730757832299
140189	Female	-0.00960929419115097	-0.00910463705081462	-0.0134343617378709	-0.0134343617378709
140190	Female	0.0186464110941513	0.00650929913663772	0.00215652068831093	0.00215652068831093
140194	Male	0.0235112960534418	0.00380513998914021	0.0013440712624784	0.0013440712624784
140195	Female	-0.00513154154972082	0.00223260467556975	-0.00207830012984944	-0.00207830012984944
140196	Female	0.0207296650405511	0.0155572551672823	0.011663981138333	0.011663981138333
140197	Male	0.00415484733632288	-0.0210977011383154	-0.0258733019878877	-0.0258733019878876
140198	Male	0.00706231272613709	-0.00846335962624687	-0.0147773735426076	-0.0147773735426076
140199	Male	-0.00156753456401113	-0.0115899458433238	-0.0203501946253819	-0.0203501946253819
140200	Male	0.0160577543236339	0.00983111202222335	0.0049176597806979	0.0049176597806979
140204	Female	0.00242605436951541	0.00593156758363593	0.00253144908941908	0.00253144908941908
140208	Male	0.0156497907427278	-0.00585054857408005	-0.0107754348370777	-0.0107754348370777
140212	Female	-0.0140303618617989	-0.00449259672727787	-0.0107587614271151	-0.0107587614271151
140213	Female	-0.00574345184954244	-0.00788508671954444	-0.0151366742739791	-0.0151366742739791
140214	Female	8.25027368083863e-05	-0.00967723380493005	-0.0138962589986892	-0.0138962589986892
140216	Female	-0.00122729234844801	0.00210288216977242	-0.00177697467298161	-0.00177697467298161
140220	Male	0.0252540791837092	0.00549266363250025	-0.000843607873877708	-0.000843607873877708
140221	Female	0.0129088500154993	0.0135566277380715	0.00864706443915451	0.00864706443915451
140222	Male	0.0134521322973533	0.0114271795486123	0.00547824346919736	0.00547824346919736
140223	Male	0.0328578573564529	0.0155312485017697	0.0105814530580834	0.0105814530580834
140224	Male	0.0342796739603944	0.02413997153396	0.019864194195272	0.019864194195272
140225	Male	0.0125202923051593	-0.00217505181796084	-0.00800923987471089	-0.00800923987471089
140226	Female	0.0159699139881098	0.00653967319074984	0.00220951126742473	0.00220951126742473
140227	Female	0.0092692025156839	0.0112246282614361	0.00588085299858883	0.00588085299858883
140229	Female	0.00871697971122385	0.0134095922703148	0.0117702211310952	0.0117702211310952
140230	Male	0.0241560726186995	0.0172459106709311	0.0137802346276069	0.0137802346276069
140231	Female	0.0130573964531016	0.0184608891629035	0.0163289968877854	0.0163289968877854
140232	Male	0.0256761582661078	0.0124708444540686	0.00689349820473704	0.00689349820473704
140233	Male	0.0219371501183692	0.0110857891105246	0.00686659330880957	0.00686659330880957
140234	Female	0.00946508610230655	-0.00129546163349502	-0.00473203464800341	-0.00473203464800341
140236	Female	-0.00603327596903511	4.75199658164592e-05	-0.00625541977135007	-0.00625541977135007
140242	Female	0.000619331992610714	0.00822926349582361	0.0038909324272945	0.0038909324272945
140243	Female	0.00247195876913314	-0.00569471981761655	-0.0095415718330526	-0.0095415718330526
140245	Female	-0.0031591732873568	0.00353281099156968	-0.00141608595635997	-0.00141608595635997
140246	Female	0.0302526996046562	0.0104709199922395	0.00732121826184942	0.00732121826184941
140249	Female	0.0167147345061478	0.0113047648723579	0.00677561454468005	0.00677561454468005
140251	Female	0.0017486063075761	0.00490215239187226	0.00054384693860525	0.000543846938605249
140253	Female	-0.00804619879959214	-0.00341346363195524	-0.00914177866115678	-0.00914177866115679
140254	Female	-0.00307505490889956	0.00990883679350122	0.00631059794053203	0.00631059794053203
140255	Female	0.0187059770064969	0.0151388054395005	0.0122606012820279	0.0122606012820279
140256	Female	0.00147828624317596	0.00657003816186965	0.000491885889017511	0.00049188588901751
140257	Male	0.032789755987222	0.0250403773596306	0.0225230975035357	0.0225230975035357
140261	Male	0.0372373820978804	0.029210289668218	0.0295910317919431	0.0295910317919431
140263	Female	0.0123624473113962	0.00335289095053985	-0.00325400703519454	-0.00325400703519454
140266	Female	0.00847452740185422	0.0145345027540317	0.0105451532550697	0.0105451532550697
140268	Male	0.0268368144598329	0.010954302794832	0.00718071833921242	0.00718071833921242
140270	Female	0.0119511454596974	0.0078286627150702	0.00441397466116626	0.00441397466116626
140272	Female	0.0108993310029008	0.013866727629835	0.0116598027672417	0.0116598027672417
140273	Female	-0.00992524073256867	-0.00969290665244837	-0.0141870263089134	-0.0141870263089134
140274	Male	0.0178605016931526	0.00366354345856408	-0.00168641492006166	-0.00168641492006166
140275	Female	-0.0021667483278765	0.00298260794964032	-0.00206135360797284	-0.00206135360797284
140278	Female	0.00790378339252236	0.00234784756507325	-0.000834361987477048	-0.000834361987477049
140279	Male	0.0428702179336504	0.0441007967230805	0.0404644839832113	0.0404644839832113
140281	Male	0.0275873299637473	0.0146019831887234	0.0094597469468138	0.0094597469468138
140282	Female	-0.00258388911275819	-0.00399534837465051	-0.00870172631500853	-0.00870172631500853
140283	Female	0.0100786164155604	0.00785194182401666	0.0035240611836852	0.00352406118368519
140284	Female	-0.0137122749378977	-0.0161780411586614	-0.0217953432734599	-0.0217953432734599
140286	Female	-0.0193976359566997	-0.0218566888178465	-0.0296642944403861	-0.029664294440386
140288	Female	0.00816554392867708	0.00444721488910322	0.00335786081530125	0.00335786081530125
140289	Male	0.0404036914465072	0.0243837230561479	0.0212934928629178	0.0212934928629178
140290	Male	0.0357060204269963	0.0235123585228656	0.0206354636174366	0.0206354636174367
140291	Female	-0.00673370770207309	-0.00976080243990068	-0.0121964678598862	-0.0121964678598862
140292	Female	-0.00347406046471041	0.00163957075798306	-0.00511553786330611	-0.00511553786330611
140293	Female	-0.0168998820027466	-0.0265109303631606	-0.0310970027530565	-0.0310970027530565
140294	Male	0.0158038663448722	-0.00177223910036508	-0.00548992238684142	-0.00548992238684141
140295	Male	0.0413727611045646	0.0367745919600524	0.0342723083356583	0.0342723083356583
140297	Female	-0.00197346256863796	0.00841514639654267	0.00686629274376257	0.00686629274376257
140298	Female	-0.0072333305162575	-0.0150964935328167	-0.0203386561925054	-0.0203386561925054
140299	Male	0.032779594203533	0.0191803061073446	0.0189100119754417	0.0189100119754417
140300	Female	0.0328887975990407	0.0183109684711887	0.0173815227598562	0.0173815227598562
140302	Female	-0.010037088107435	-0.0131926895279057	-0.0181201564429972	-0.0181201564429972
140303	Female	-0.020152578111451	-0.0135435198432159	-0.0210297989582032	-0.0210297989582032
140304	Female	0.00453789239817511	0.010680353588555	0.00911964692173341	0.00911964692173341
140305	Male	0.0197219463447079	0.00264764840426663	-0.00200856041663058	-0.00200856041663058
140306	Female	-0.00218415086795809	-0.00798149229051802	-0.0113590142775824	-0.0113590142775824
140308	Female	-0.00111931863635476	0.00378677409293634	-0.000577205886826247	-0.000577205886826248
140309	Female	0.0144484585268238	0.0152897929617477	0.0131345196504468	0.0131345196504468
140310	Female	0.0170079048999192	0.0135007975182983	0.0117635037569186	0.0117635037569186
140311	Female	0.00618518880913755	0.00736276724643433	0.00214176224760522	0.00214176224760522
140314	Male	0.0255388676043042	0.00868969833528124	0.00588277148368371	0.00588277148368371
140315	Female	0.00957726366396531	-0.00494166967335599	-0.00658508821965645	-0.00658508821965645
140316	Male	0.0315357247598144	0.00876293074843575	0.00478296065779017	0.00478296065779018
140317	Female	0.020330984903036	0.0209596254952711	0.0186895075044403	0.0186895075044403
140318	Female	-0.0216428048368405	-0.00772260167713232	-0.0118204339577841	-0.0118204339577841
140319	Female	-0.00744644499004043	0.00706466131489356	0.000956592292735256	0.000956592292735255
140320	Female	0.00262475901649799	-0.00271962494751085	-0.00447569375240826	-0.00447569375240826
140321	Female	-0.0144566788404721	-0.00852245455937885	-0.0160981562390678	-0.0160981562390678
140324	Male	0.0180558979201669	0.00361448204065716	-0.001818557215266	-0.001818557215266
140325	Female	-0.00717747327859698	-0.0143306289825051	-0.016243157180815	-0.016243157180815
140327	Female	-0.016582133963714	-0.012858368935232	-0.0205163810178401	-0.0205163810178401
140328	Male	0.00934652528066445	-0.0020234674287753	-0.0047414159622393	-0.0047414159622393
140332	Male	0.00433752292460103	-0.0191797302702405	-0.0272191395032965	-0.0272191395032965
140333	Female	-0.00670459266458283	-0.00127041876347623	-0.00605330040764811	-0.00605330040764811
140334	Female	0.00115621909587144	0.00469266307381662	0.000169818741712999	0.000169818741712997
140335	Female	-0.00488312938150691	-0.00936539991105241	-0.0135120952541001	-0.0135120952541001
140337	Female	0.00031777101175003	0.00133393427400739	-0.00230632195350158	-0.00230632195350158
140339	Female	-0.000241487846599338	0.00212121201947227	-0.00286558081185095	-0.00286558081185095
140340	Female	0.0271152559955957	0.0250841669749419	0.0253645990895938	0.0253645990895938
140342	Female	0.00248964431335085	0.00370036788961883	-0.00253639781483739	-0.00253639781483739
140346	Female	0.0114913158107537	-0.00290121921247293	-0.00532611311730529	-0.00532611311730529
140348	Male	0.00414786918357289	-0.00274212191576935	-0.011031867133393	-0.011031867133393
140349	Female	0.00983303927122788	0.00715637986021185	0.00491617665044585	0.00491617665044585
140350	Female	0.0199314497939822	0.0134411275031469	0.00988315032510827	0.00988315032510827
140351	Female	-0.0125552261872944	-0.00883521049108112	-0.0147426011229211	-0.0147426011229211
140352	Female	0.00375554490095261	0.00835565958854141	0.00484355518751217	0.00484355518751217
140353	Male	0.0344168014438824	0.00320418337230226	0.00144080541970419	0.0014408054197042
140354	Female	0.0161692173184095	0.00766607798916947	0.00557502031250452	0.00557502031250452
140355	Female	-0.0181504880677835	-0.0177120583183739	-0.022303094136722	-0.022303094136722
140358	Male	0.0326130610245747	0.0139433393698609	0.00935404115954921	0.0093540411595492
140360	Female	0.0147781768123603	0.00842099660698277	0.00625839044717326	0.00625839044717326
140361	Male	0.0326776668769789	0.0172570373573687	0.0140041863230143	0.0140041863230143
140362	Female	0.00619423610638102	0.00254631610793828	7.63989041306707e-05	7.63989041306701e-05
140365	Female	0.00834403639284643	0.0238792619389007	0.0188214843163401	0.0188214843163401
140366	Female	0.0239040858463748	0.0141776644480662	0.0118905552441891	0.0118905552441891
140368	Female	0.00450757012100801	0.000620067519528599	-0.0022653441256796	-0.0022653441256796
140371	Female	-0.00258684012784529	-0.0001720588333605	-0.00663026668937762	-0.00663026668937762
140372	Female	-0.0234000508852101	-0.0198647987646239	-0.0271159389245238	-0.0271159389245238
140374	Female	-0.00583480531369137	-0.0203173846493722	-0.0237440293158125	-0.0237440293158125
140375	Female	-0.00935177490722983	-0.0143104505433353	-0.0183082793020416	-0.0183082793020416
140376	Female	0.016018349554179	0.0212409575746257	0.0181981549148007	0.0181981549148007
140377	Female	-0.00392545848054955	-0.00137560736694626	-0.00676791046061356	-0.00676791046061356
140378	Female	-0.00297145877244786	0.00160326413538498	-0.00417621814141871	-0.00417621814141872
140380	Female	0.00261868924243952	0.00856615634307096	0.00337916100678044	0.00337916100678044
140381	Female	0.0126730367423897	0.0306686442985995	0.0258799723510387	0.0258799723510387
140383	Female	-0.0193973528184766	-0.0105801659471368	-0.0156890343541679	-0.0156890343541679
140386	Female	0.00475972225840464	-0.000866648743868906	-0.00463350016603203	-0.00463350016603203
140387	Female	-0.00558682780122035	-0.0126715997620234	-0.0163993838219378	-0.0163993838219378
140389	Female	0.00777801790574827	-0.000284975138868712	-0.003471256144594	-0.003471256144594
140390	Male	0.0469146860058322	0.0352619598642052	0.0309706931370228	0.0309706931370228
140392	Female	-0.0159456238653196	-0.0146556694373878	-0.0210808455009141	-0.0210808455009141
140393	Male	0.0160997323638531	-0.00209117889524881	-0.00639503094932883	-0.00639503094932883
140396	Female	-0.0135591891736412	-0.00913519843555365	-0.0126895379018941	-0.0126895379018941
140398	Male	0.0160151241027766	0.00798982259420864	0.0031281574413412	0.0031281574413412
140400	Male	0.0223715558585059	-0.00332584565291433	-0.00689233691386114	-0.00689233691386114
140402	Male	0.015271214459855	-0.00830416831282644	-0.0135559602828872	-0.0135559602828872
140409	Male	0.0392946057731536	0.0190154584494249	0.0161447654155344	0.0161447654155344
140410	Female	0.00574407669709589	0.0099113762513743	0.0061770099392182	0.0061770099392182
140411	Female	0.0161199712324695	0.0236447288898448	0.0189548536375284	0.0189548536375284
140412	Female	-0.00869458238406874	-0.00674254121547589	-0.0108819573196955	-0.0108819573196955
140413	Male	0.0305063819794252	0.0111872941698217	0.0093217727551177	0.0093217727551177
140416	Male	0.0280212847864001	0.0142349584296099	0.00836518866577958	0.00836518866577958
140418	Female	-0.00132709310372486	-0.0045770509125998	-0.00766328932078765	-0.00766328932078764
140419	Male	-0.00166066783133813	-0.00827792846313158	-0.0129099418816804	-0.0129099418816804
140420	Female	-0.00151725697652568	-0.00204681465760698	-0.0062157605824953	-0.00621576058249531
140421	Female	0.0164602000505026	0.0214678981962207	0.0189675439333429	0.0189675439333429
140423	Male	0.0421828564747091	0.0262400319360329	0.0228542988763073	0.0228542988763073
140427	Male	0.0192127265386516	0.0153413377806231	0.0100378631290273	0.0100378631290273
140434	Female	0.00667779065212527	0.00557336642460442	0.000778312464687333	0.000778312464687331
140435	Female	0.00288029960305011	0.00667813680380829	0.00309487383035998	0.00309487383035998
140436	Female	0.0171359938103109	0.0204101529920686	0.0172413885302145	0.0172413885302145
140438	Female	-0.0200140490587369	-0.0180318362332568	-0.0243850141424879	-0.0243850141424879
140439	Female	0.0153050484820806	0.0124278334100306	0.0124625965020166	0.0124625965020166
140440	Female	0.0096424473272014	0.00876554760386252	0.00483476421382558	0.00483476421382558
140442	Male	0.0187509896074206	-0.00331868323419415	-0.010294544150134	-0.010294544150134
140443	Female	0.00782236748868988	0.00190353008604025	-0.00178921395055923	-0.00178921395055923
140444	Female	0.0101930277710345	0.00931527785482505	0.00429354958359657	0.00429354958359657
140445	Female	-0.0210512683518268	-0.00509637087090857	-0.0139583851579256	-0.0139583851579256
140446	Female	0.0117079817917326	0.0139096410777221	0.0091930683338872	0.0091930683338872
140447	Female	0.00320418818760749	-0.00325667602117201	-0.00400544408870497	-0.00400544408870497
140448	Male	0.00568252978863284	-0.00348892047987702	-0.0101522835727703	-0.0101522835727703
140449	Female	0.0102698551315067	0.00984426391128262	0.00906509576253583	0.00906509576253583
140450	Female	-0.00159973819270679	-0.00173492793435017	-0.00717167785792607	-0.00717167785792608
140451	Female	-0.00398277099457321	0.0111054512164888	0.00540288185485838	0.00540288185485838
140453	Male	0.0268967032208208	-0.00107843737011202	-0.00640683132557608	-0.00640683132557608
140454	Male	0.0160240139005664	0.0133156006140905	0.0108887922649719	0.0108887922649719
140457	Female	-0.00864319492069965	-0.00823377487579186	-0.0134508780340755	-0.0134508780340755
140458	Female	-0.030744342736269	-0.0250107999192378	-0.0328225381644895	-0.0328225381644895
140459	Female	-0.000847030844207087	-0.000546016176446126	-0.00423538036130216	-0.00423538036130216
140460	Female	-0.0120032349633113	-0.0179619949510248	-0.0225974319692163	-0.0225974319692163
140464	Male	0.029778837278501	0.0164617133241062	0.0140532034245041	0.0140532034245041
140465	Female	0.00517331079708755	0.00339605370073092	0.00156660226518003	0.00156660226518003
140466	Male	0.0244556752020775	0.0257480696121891	0.0198663511035141	0.0198663511035141
140467	Female	0.0173971582288415	0.015640985413663	0.0135720906821216	0.0135720906821216
140469	Female	-0.00155271779921094	-0.000949229485249472	-0.00537778534593086	-0.00537778534593086
140471	Male	0.0271426920498629	0.0268188436133095	0.0224441884438933	0.0224441884438933
140472	Male	0.0466186012740119	0.0268519881298084	0.0243421969756423	0.0243421969756423
140474	Male	0.00883749296072799	0.00825460019430888	0.00239211723625901	0.002392117236259
140480	Male	0.0196948056827225	0.00865283917090155	0.00211312020282006	0.00211312020282006
140481	Female	-0.00673308063309019	-0.0098593312361276	-0.0141610719242151	-0.0141610719242151
140482	Female	-0.0145024124406063	-0.00960434507106733	-0.0152704537799523	-0.0152704537799523
140483	Female	-0.0103208989038882	0.000149203188498622	-0.00694011896179822	-0.00694011896179822
140484	Female	0.00037226769098622	-0.000421884358034926	-0.00519967197423307	-0.00519967197423307
140485	Female	0.0100441341368414	0.00567949704243665	0.00152434777165436	0.00152434777165436
140486	Female	0.00871971103255386	0.0109342476611893	0.00620479757470846	0.00620479757470846
140487	Female	-0.016626025301444	-0.00981007023041826	-0.0154288355074783	-0.0154288355074783
140488	Female	0.00327768468606999	-0.00496581505488615	-0.0105918975420213	-0.0105918975420213
140491	Male	0.0386465664135409	0.016224568511435	0.0133131359077974	0.0133131359077974
140492	Female	0.000752119764681718	-5.31995192709671e-05	-0.00350966581166305	-0.00350966581166305
140496	Male	0.00908644679593043	0.0152847376881498	0.0112662521565521	0.0112662521565521
140497	Female	-0.0135383315698697	-0.00300840804642532	-0.0107034491648108	-0.0107034491648108
140498	Female	0.00209072102504021	-0.0137621120852432	-0.0177837341103927	-0.0177837341103927
140500	Female	-0.000514484606385423	0.00959972427092295	0.0061416805578909	0.00614168055789089
140506	Female	-0.0104463189200728	-0.00444486432446537	-0.00793897503723246	-0.00793897503723246
140508	Male	0.0080539811150745	-0.0160528393234432	-0.019899757568418	-0.019899757568418
140509	Male	0.0310650714228022	0.0182195403996792	0.01260994988365	0.01260994988365
140510	Female	-0.016861570232026	-0.0120706922546136	-0.0162102779750912	-0.0162102779750912
140512	Female	-0.0121010139557337	-0.0102652609064834	-0.0160352610098598	-0.0160352610098598
140513	Male	0.0287426376065617	0.0139697603308737	0.00897736197853497	0.00897736197853497
140514	Female	-0.00722501919057391	-0.0163993432629781	-0.0240424481186329	-0.0240424481186329
140515	Male	0.00988842144466057	-0.00179482752021228	-0.00845752058708541	-0.00845752058708541
140516	Female	-0.0167679401422143	-0.0242597821956359	-0.0300916248332745	-0.0300916248332745
140518	Female	0.00109538583176872	-0.000105118992064233	-0.00644178496676237	-0.00644178496676237
140520	Female	-0.00276376986700954	0.00252304609266447	-0.00309509317673073	-0.00309509317673073
140527	Female	0.00267651183312869	0.00291911588795106	0.00212682950859509	0.00212682950859509
